"","filename","type","object","suffix","func","modal","preN","c_adjunct","clause_ID","year","author","wgr","large_region","lcinf","lclet","class"
"55893","387_43_m1540","noun","PPof","ing","Pcomp","_","det","_",0.3,1553,"JamesSomerville,6thLordSomerville","male","Central","Lanarkshire","Cowthally","unspecified"
"55903","387_43_m1540","verb","none","ing","adjunct","_","bare","_",0.5,1553,"JamesSomerville,6thLordSomerville","male","Central","Lanarkshire","Cowthally","unspecified"
"55907","387_43_m1540","noun","none","ing","Pcomp","_","pos","_",0.6,1553,"JamesSomerville,6thLordSomerville","male","Central","Lanarkshire","Cowthally","unspecified"
"55918","387_43_m1540","noun","none","ing","Pcomp","_","bare","_",0.8,1553,"JamesSomerville,6thLordSomerville","male","Central","Lanarkshire","Cowthally","unspecified"
"55937","388_44_m1540","noun","PP","ing","Pcomp","_","det","_",0.2,1585,"WilliamDouglasofLochleven,6thEarlofMorton","male","Central","Perthshire","LaRochelle","unspecified"
"55973","388_44_m1540","verb","N","ing","adjunct","_","bare","_",0.7,1585,"WilliamDouglasofLochleven,6thEarlofMorton","male","Central","Perthshire","LaRochelle","unspecified"
"55996","388_44_m1540","noun","none","ing","Pcomp","_","pos","_",0.11,1585,"WilliamDouglasofLochleven,6thEarlofMorton","male","Central","Perthshire","LaRochelle","unspecified"
"56009","388_44_m1540","verb","N","and","adjunct","_","bare","_",0.13,1585,"WilliamDouglasofLochleven,6thEarlofMorton","male","Central","Perthshire","LaRochelle","unspecified"
"56033","389_45_m1540","verb","N","and","adjunct","_","bare","_",0.4,1586,"WilliamDouglasofLochleven,6thEarlofMorton","male","Central","Perthshire","London","unspecified"
"56038","389_45_m1540","verb","N","and","adjunct","_","bare","_",0.4,1586,"WilliamDouglasofLochleven,6thEarlofMorton","male","Central","Perthshire","London","unspecified"
"56060","39_21_f1600","verb","PP","ing","adjunct","_","bare","adv",0.2,1613,"JeanDrummond,CountessofRoxburgh","female","Central","Perthshire","unspecified","unspecified"
"56153","39_21_f1600","verb","N","ing","root","_","bare","adv",0.22,1613,"JeanDrummond,CountessofRoxburgh","female","Central","Perthshire","unspecified","unspecified"
"56176","390_46_m1540","verb","PP","ing","adjunct","_","bare","_",0.2,1586,"WilliamDouglasofLochleven,6thEarlofMorton","male","Central","Perthshire","KinrossHouse","unspecified"
"56179","390_46_m1540","verb","adjp","ing","adjunct","_","bare","_",0.2,1586,"WilliamDouglasofLochleven,6thEarlofMorton","male","Central","Perthshire","KinrossHouse","unspecified"
"56219","391_47_m1540","verb","clause","ing","adjunct","_","bare","_",0.3,1576,"ArchibaldDouglas,8thEarlofAngus","male","South-East","Lothian","Edinburgh","unspecified"
"56284","392_48_m1540","verb","N","ing","adjunct","_","bare","adv",0.5,1580,"ArchibaldDouglas,8thEarlofAngus","male","South-East","Lothian","Edinburgh","unspecified"
"56296","393_49_m1540","verb","N","ing","adjunct","_","pos","_",0.2,1588,"WilliamDouglasofGlenbervie,afterwards9thEarlofAngus","male","South-East","Lothian","Edinburgh","unspecified"
"56331","393_49_m1540","verb","PP","ing","root","_","bare","neg",0.5,1588,"WilliamDouglasofGlenbervie,afterwards9thEarlofAngus","male","South-East","Lothian","Edinburgh","unspecified"
"56352","393_49_m1540","verb","PP","ing","adjunct","_","bare","_",0.9,1588,"WilliamDouglasofGlenbervie,afterwards9thEarlofAngus","male","South-East","Lothian","Edinburgh","unspecified"
"56361","393_49_m1540","noun","none","ing","sbj","_","det","_",0.9,1588,"WilliamDouglasofGlenbervie,afterwards9thEarlofAngus","male","South-East","Lothian","Edinburgh","unspecified"
"56377","393_49_m1540","verb","clause","ing","root","_","bare","neg",0.11,1588,"WilliamDouglasofGlenbervie,afterwards9thEarlofAngus","male","South-East","Lothian","Edinburgh","unspecified"
"56395","394_50_m1540","verb","none","ing","adjunct","_","bare","_",0.3,1589,"WilliamDouglasofGlenbervie,afterwards9thEarlofAngus","male","South-East","Lothian","Glenbervy","unspecified"
"56422","394_50_m1540","hybrid","no","ing","obj","modal","det","_",0.5,1589,"WilliamDouglasofGlenbervie,afterwards9thEarlofAngus","male","South-East","Lothian","Glenbervy","unspecified"
"56427","394_50_m1540","verb","N","and","adjunct","_","bare","loc_temp",0.5,1589,"WilliamDouglasofGlenbervie,afterwards9thEarlofAngus","male","South-East","Lothian","Glenbervy","unspecified"
"56436","394_50_m1540","verb","N","other","adjunct","_","pos","_",0.6,1589,"WilliamDouglasofGlenbervie,afterwards9thEarlofAngus","male","South-East","Lothian","Glenbervy","unspecified"
"56464","394_50_m1540","verb","PP","other","adjunct","_","bare","_",0.1,1589,"WilliamDouglasofGlenbervie,afterwards9thEarlofAngus","male","South-East","Lothian","Glenbervy","unspecified"
"56478","394_50_m1540","verb","PP","ing","adjunct","_","bare","_",0.13,1589,"WilliamDouglasofGlenbervie,afterwards9thEarlofAngus","male","South-East","Lothian","Glenbervy","unspecified"
"56482","394_50_m1540","verb","N","ing","root","_","bare","_",0.14,1589,"WilliamDouglasofGlenbervie,afterwards9thEarlofAngus","male","South-East","Lothian","Glenbervy","unspecified"
"56505","395_51_m1540","noun","none","ing","Pcomp","_","pos","loc_temp",0.2,1589,"FrancisHay,9thEarlofErroll","male","Central","Perthshire","unspecified","unspecified"
"56522","395_51_m1540","verb","N","ing","adjunct","_","bare","adv",0.2,1589,"FrancisHay,9thEarlofErroll","male","Central","Perthshire","unspecified","unspecified"
"56524","395_51_m1540","noun","none","ing","obj","_","pos","_",0.2,1589,"FrancisHay,9thEarlofErroll","male","Central","Perthshire","unspecified","unspecified"
"56527","395_51_m1540","noun","no","ing","Pcomp","_","indef","_",0.2,1589,"FrancisHay,9thEarlofErroll","male","Central","Perthshire","unspecified","unspecified"
"56534","395_51_m1540","verb","clause","ing","adjunct","_","bare","_",0.3,1589,"FrancisHay,9thEarlofErroll","male","Central","Perthshire","unspecified","unspecified"
"56540","395_51_m1540","verb","N","ing","obj","_","bare","neg",0.3,1589,"FrancisHay,9thEarlofErroll","male","Central","Perthshire","unspecified","unspecified"
"56550","395_51_m1540","verb","PP","ing","adjunct","_","bare","adv",0.4,1589,"FrancisHay,9thEarlofErroll","male","Central","Perthshire","unspecified","unspecified"
"56595","395_51_m1540","verb","clause","ing","adjunct","_","bare","_",0.6,1589,"FrancisHay,9thEarlofErroll","male","Central","Perthshire","unspecified","unspecified"
"56607","395_51_m1540","verb","clause","ing","root","_","bare","_",0.8,1589,"FrancisHay,9thEarlofErroll","male","Central","Perthshire","unspecified","unspecified"
"56623","395_51_m1540","verb","PP","ing","root","_","bare","adv",0.11,1589,"FrancisHay,9thEarlofErroll","male","Central","Perthshire","unspecified","unspecified"
"56759","397_53_m1540","verb","adjp","ing","adjunct","_","bare","_",0.2,1590,"FrancisHay,9thEarlofErroll","male","Central","Perthshire","Brechin","unspecified"
"56767","397_53_m1540","verb","no","ing","adjunct","_","bare","_",0.2,1590,"FrancisHay,9thEarlofErroll","male","Central","Perthshire","Brechin","unspecified"
"56803","398_54_m1540","verb","PP","ing","adjunct","_","bare","_",0.2,1555,"HenryBalnavesofHalhill","male","South-East","Fife","Paris","unspecified"
"56834","398_54_m1540","verb","PP","ing","adjunct","_","bare","_",0.3,1555,"HenryBalnavesofHalhill","male","South-East","Fife","Paris","unspecified"
"56860","398_54_m1540","verb","no","ing","conj","_","bare","_",0.5,1555,"HenryBalnavesofHalhill","male","South-East","Fife","Paris","unspecified"
"56863","398_54_m1540","verb","clause","ing","adjunct","_","bare","neg",0.5,1555,"HenryBalnavesofHalhill","male","South-East","Fife","Paris","unspecified"
"56866","398_54_m1540","verb","clause","ing","adjunct","_","bare","_",0.5,1555,"HenryBalnavesofHalhill","male","South-East","Fife","Paris","unspecified"
"56887","398_54_m1540","verb","N","ing","root","_","bare","_",0.7,1555,"HenryBalnavesofHalhill","male","South-East","Fife","Paris","unspecified"
"56946","399_55_m1540","verb","PP","ing","adjunct","_","bare","loc_temp",0.4,1544,"WilliamBarclay","male","Unlocalised","unlocalised","Glasgow","unspecified"
"56953","399_55_m1540","noun","none","ing","Pcomp","_","pos","_",0.5,1544,"WilliamBarclay","male","Unlocalised","unlocalised","Glasgow","unspecified"
"57031","399_55_m1540","verb","PP","ing","adjunct","modal","bare","_",0.15,1544,"WilliamBarclay","male","Unlocalised","unlocalised","Glasgow","unspecified"
"57163","40_22_f1600","noun","PP","ing","Pcomp","_","pos","_",0.2,1613,"JeanDrummond,CountessofRoxburgh","female","Central","Perthshire","Bath","unspecified"
"57169","40_22_f1600","noun","PPof","ing","obj","_","det","_",0.2,1613,"JeanDrummond,CountessofRoxburgh","female","Central","Perthshire","Bath","unspecified"
"57196","40_22_f1600","noun","none","ing","Pcomp","_","det","_",0.6,1613,"JeanDrummond,CountessofRoxburgh","female","Central","Perthshire","Bath","unspecified"
"57204","40_22_f1600","verb","clause","ing","adjunct","_","bare","_",0.8,1613,"JeanDrummond,CountessofRoxburgh","female","Central","Perthshire","Bath","unspecified"
"57212","40_22_f1600","noun","none","ing","sbj","_","det","_",0.9,1613,"JeanDrummond,CountessofRoxburgh","female","Central","Perthshire","Bath","unspecified"
"57220","40_22_f1600","noun","no","ing","obj","_","det","_",0.1,1613,"JeanDrummond,CountessofRoxburgh","female","Central","Perthshire","Bath","unspecified"
"57230","40_22_f1600","noun","none","ing","Pcomp","_","pos","_",0.11,1613,"JeanDrummond,CountessofRoxburgh","female","Central","Perthshire","Bath","unspecified"
"57242","40_22_f1600","noun","none","ing","obj","_","det","_",0.12,1613,"JeanDrummond,CountessofRoxburgh","female","Central","Perthshire","Bath","unspecified"
"57284","400_56_m1540","noun","PPof","ing","Pcomp","_","pos","_",0.2,1543,"DavidBeaton,Cardinal,ArchbishopofSt.Andrews","male","Unspecified","Unspecified","StAndrews","Professional"
"57290","400_56_m1540","verb","N","ing","adjunct","_","bare","_",0.2,1543,"DavidBeaton,Cardinal,ArchbishopofSt.Andrews","male","Unspecified","Unspecified","StAndrews","Professional"
"57297","400_56_m1540","noun","none","ing","Pcomp","_","bare","_",0.3,1543,"DavidBeaton,Cardinal,ArchbishopofSt.Andrews","male","Unspecified","Unspecified","StAndrews","Professional"
"57328","400_56_m1540","noun","adjp","ing","conj","_","pos","_",0.3,1543,"DavidBeaton,Cardinal,ArchbishopofSt.Andrews","male","Unspecified","Unspecified","StAndrews","Professional"
"57333","400_56_m1540","noun","none","ing","Pcomp","_","pos","_",0.3,1543,"DavidBeaton,Cardinal,ArchbishopofSt.Andrews","male","Unspecified","Unspecified","StAndrews","Professional"
"57338","400_56_m1540","noun","none","ing","Pcomp","_","pos","_",0.4,1543,"DavidBeaton,Cardinal,ArchbishopofSt.Andrews","male","Unspecified","Unspecified","StAndrews","Professional"
"57354","400_56_m1540","verb","PP","other","adjunct","_","bare","_",0.6,1543,"DavidBeaton,Cardinal,ArchbishopofSt.Andrews","male","Unspecified","Unspecified","StAndrews","Professional"
"57359","400_56_m1540","verb","N","ing","root","_","bare","_",0.8,1543,"DavidBeaton,Cardinal,ArchbishopofSt.Andrews","male","Unspecified","Unspecified","StAndrews","Professional"
"57382","401_57_m1540","noun","none","ing","obj","_","pos","_",0.2,1550,"JamesBeaton,ArchbishopofGlasgow","male","Unspecified","Unspecified","Paris","Professional"
"57404","401_57_m1540","verb","PP","ing","root","_","bare","loc_temp",0.3,1550,"JamesBeaton,ArchbishopofGlasgow","male","Unspecified","Unspecified","Paris","Professional"
"57405","401_57_m1540","noun","PP","ing","Pcomp","_","pos","_",0.3,1550,"JamesBeaton,ArchbishopofGlasgow","male","Unspecified","Unspecified","Paris","Professional"
"57408","401_57_m1540","verb","none","ing","adjunct","_","bare","_",0.3,1550,"JamesBeaton,ArchbishopofGlasgow","male","Unspecified","Unspecified","Paris","Professional"
"57429","401_57_m1540","verb","N","and","root","_","bare","_",0.6,1550,"JamesBeaton,ArchbishopofGlasgow","male","Unspecified","Unspecified","Paris","Professional"
"57432","401_57_m1540","noun","none","ing","Pcomp","_","pos","_",0.6,1550,"JamesBeaton,ArchbishopofGlasgow","male","Unspecified","Unspecified","Paris","Professional"
"57436","401_57_m1540","noun","none","ing","Pcomp","_","pos","_",0.6,1550,"JamesBeaton,ArchbishopofGlasgow","male","Unspecified","Unspecified","Paris","Professional"
"57454","401_57_m1540","noun","none","ing","Pcomp","_","pos","_",0.8,1550,"JamesBeaton,ArchbishopofGlasgow","male","Unspecified","Unspecified","Paris","Professional"
"57456","401_57_m1540","noun","PPof","ing","Pcomp","_","det","adv",0.9,1550,"JamesBeaton,ArchbishopofGlasgow","male","Unspecified","Unspecified","Paris","Professional"
"57482","401_57_m1540","verb","N","ing","root","_","bare","_",0.12,1550,"JamesBeaton,ArchbishopofGlasgow","male","Unspecified","Unspecified","Paris","Professional"
"57489","401_57_m1540","verb","N","ing","root","_","bare","_",0.14,1550,"JamesBeaton,ArchbishopofGlasgow","male","Unspecified","Unspecified","Paris","Professional"
"57492","401_57_m1540","noun","none","ing","Pcomp","_","bare","_",0.14,1550,"JamesBeaton,ArchbishopofGlasgow","male","Unspecified","Unspecified","Paris","Professional"
"57520","402_58_m1540","noun","none","ing","conj","_","pos","_",0.3,1550,"JohnBruceofAuchinbowie","male","South-East","Stirlingshire","Culcreuch","unspecified"
"57526","402_58_m1540","noun","none","ing","conj","_","bare","_",0.3,1550,"JohnBruceofAuchinbowie","male","South-East","Stirlingshire","Culcreuch","unspecified"
"57539","402_58_m1540","verb","adjp","and","adjunct","_","indef","_",0.5,1550,"JohnBruceofAuchinbowie","male","South-East","Stirlingshire","Culcreuch","unspecified"
"57569","402_58_m1540","verb","PP","ing","adjunct","_","bare","_",0.9,1550,"JohnBruceofAuchinbowie","male","South-East","Stirlingshire","Culcreuch","unspecified"
"57593","402_58_m1540","verb","N","and","root","_","bare","adv",0.11,1550,"JohnBruceofAuchinbowie","male","South-East","Stirlingshire","Culcreuch","unspecified"
"57608","402_58_m1540","verb","N","ing","root","_","bare","_",0.12,1550,"JohnBruceofAuchinbowie","male","South-East","Stirlingshire","Culcreuch","unspecified"
"57648","403_59_m1540","verb","no","ing","adjunct","modal","bare","_",0.3,1598,"RobertBruceofClackmannan","male","South-East","Stirlingshire","Gastonhall","unspecified"
"57651","403_59_m1540","verb","PP","ing","adjunct","modal","bare","_",0.3,1598,"RobertBruceofClackmannan","male","South-East","Stirlingshire","Gastonhall","unspecified"
"57670","403_59_m1540","verb","N","ing","conj","_","bare","_",0.4,1598,"RobertBruceofClackmannan","male","South-East","Stirlingshire","Gastonhall","unspecified"
"57677","403_59_m1540","verb","N","ing","Pcomp","_","bare","_",0.4,1598,"RobertBruceofClackmannan","male","South-East","Stirlingshire","Gastonhall","unspecified"
"57700","403_59_m1540","verb","N","and","adjunct","_","bare","_",0.5,1598,"RobertBruceofClackmannan","male","South-East","Stirlingshire","Gastonhall","unspecified"
"57708","403_59_m1540","verb","clause","ing","adjunct","_","bare","_",0.6,1598,"RobertBruceofClackmannan","male","South-East","Stirlingshire","Gastonhall","unspecified"
"57715","403_59_m1540","verb","clause","ing","root","_","bare","adv",0.7,1598,"RobertBruceofClackmannan","male","South-East","Stirlingshire","Gastonhall","unspecified"
"57728","403_59_m1540","verb","clause","ing","adjunct","_","bare","_",0.7,1598,"RobertBruceofClackmannan","male","South-East","Stirlingshire","Gastonhall","unspecified"
"57768","404_60_m1540","verb","N","and","root","_","bare","_",0.7,1547,"WilliamBruceofEarlshall","male","South-East","Fife","unspecified","unspecified"
"57779","404_60_m1540","noun","none","ing","obj","_","indef","_",0.8,1547,"WilliamBruceofEarlshall","male","South-East","Fife","unspecified","unspecified"
"57804","404_60_m1540","verb","N","and","root","_","bare","_",0.14,1547,"WilliamBruceofEarlshall","male","South-East","Fife","unspecified","unspecified"
"57911","406_62_m1540","verb","N","and","adjunct","_","bare","_",0.3,1543,"JohnCampbell","male","Unlocalised","unlocalised","Dieppe","unspecified"
"57913","406_62_m1540","verb","PP","ing","adjunct","_","bare","_",0.3,1543,"JohnCampbell","male","Unlocalised","unlocalised","Dieppe","unspecified"
"57920","406_62_m1540","noun","none","ing","Pcomp","_","pos","_",0.3,1543,"JohnCampbell","male","Unlocalised","unlocalised","Dieppe","unspecified"
"57944","406_62_m1540","verb","N","and","adjunct","_","bare","_",0.3,1543,"JohnCampbell","male","Unlocalised","unlocalised","Dieppe","unspecified"
"58008","406_62_m1540","noun","none","ing","Pcomp","_","pos","_",0.9,1543,"JohnCampbell","male","Unlocalised","unlocalised","Dieppe","unspecified"
"58121","406_62_m1540","noun","PPof","ing","Pcomp","_","det","_",0.21,1543,"JohnCampbell","male","Unlocalised","unlocalised","Dieppe","unspecified"
"58180","406_62_m1540","noun","none","ing","Pcomp","_","pos","_",0.33,1543,"JohnCampbell","male","Unlocalised","unlocalised","Dieppe","unspecified"
"58201","407_63_m1540","verb","PP","and","adjunct","_","bare","_",0.3,1548,"HewCampbellofLoudoun,sheriffofAyr","male","South-West","Ayrshire","Edinburgh","unspecified"
"58215","407_63_m1540","verb","N","ing","root","_","bare","_",0.5,1548,"HewCampbellofLoudoun,sheriffofAyr","male","South-West","Ayrshire","Edinburgh","unspecified"
"58238","407_63_m1540","noun","none","ing","obj","_","pos","_",0.8,1548,"HewCampbellofLoudoun,sheriffofAyr","male","South-West","Ayrshire","Edinburgh","unspecified"
