"","filename","type","object","suffix","func","modal","preN","c_adjunct","clause_ID","year","author","wgr","large_region","lcinf","lclet","class"
"51250","342_51_f1700","verb","N","ing","adjunct","_","bare","_",0.3,1702,"AnnaScott,DuchessofBuccleuchandMonmouth","female","South-East","Fife","London","unspecified"
"51347","344_53_f1700","hybrid","adjp","ing","Pcomp","_","pos","_",0.4,1731,"FrancesStirling,LadyMontgomeryofSkelmorlie","female","South-West","Ayrshire","unspecified","unspecified"
"51352","344_53_f1700","verb","N","ing","adjunct","_","bare","_",0.4,1731,"FrancesStirling,LadyMontgomeryofSkelmorlie","female","South-West","Ayrshire","unspecified","unspecified"
"51444","345_1_m1540","verb","N","ing","adjunct","_","bare","_",0.6,1596,"DavidLindsay,11thEarlofCrawford","male","Central","Lanarkshire","Fenewin","unspecified"
"51446","345_1_m1540","verb","no","ing","adjunct","modal","bare","_",0.6,1596,"DavidLindsay,11thEarlofCrawford","male","Central","Lanarkshire","Fenewin","unspecified"
"51466","345_1_m1540","noun","none","ing","sbj","_","pos","_",0.11,1596,"DavidLindsay,11thEarlofCrawford","male","Central","Lanarkshire","Fenewin","unspecified"
"51495","346_2_m1540","verb","none","ing","adjunct","_","bare","_",0.3,1587,"JohnErskine,19th2ndEarlofMar","male","South-East","Stirlingshire","Stirling","unspecified"
"51496","346_2_m1540","verb","N","ing","root","_","bare","adv",0.4,1587,"JohnErskine,19th2ndEarlofMar","male","South-East","Stirlingshire","Stirling","unspecified"
"51518","346_2_m1540","verb","N","ing","adjunct","_","bare","_",0.6,1587,"JohnErskine,19th2ndEarlofMar","male","South-East","Stirlingshire","Stirling","unspecified"
"51520","346_2_m1540","noun","none","ing","Pcomp","_","bare","_",0.6,1587,"JohnErskine,19th2ndEarlofMar","male","South-East","Stirlingshire","Stirling","unspecified"
"51546","347_3_m1540","verb","N","ing","conj","_","bare","_",0.3,1544,"HenryStewart,1stLordMethven","male","Central","Perthshire","unspecified","unspecified"
"51547","347_3_m1540","noun","none","ing","obj","_","det","_",0.3,1544,"HenryStewart,1stLordMethven","male","Central","Perthshire","unspecified","unspecified"
"51548","347_3_m1540","noun","PPof","ing","Pcomp","_","det","_",0.3,1544,"HenryStewart,1stLordMethven","male","Central","Perthshire","unspecified","unspecified"
"51557","347_3_m1540","verb","PP","and","adjunct","_","bare","_",0.3,1544,"HenryStewart,1stLordMethven","male","Central","Perthshire","unspecified","unspecified"
"51572","347_3_m1540","noun","none","ing","sbj","_","pos","_",0.5,1544,"HenryStewart,1stLordMethven","male","Central","Perthshire","unspecified","unspecified"
"51580","347_3_m1540","noun","PPof","ing","Pcomp","_","bare","_",0.5,1544,"HenryStewart,1stLordMethven","male","Central","Perthshire","unspecified","unspecified"
"51597","347_3_m1540","verb","no","and","root","_","bare","_",0.7,1544,"HenryStewart,1stLordMethven","male","Central","Perthshire","unspecified","unspecified"
"51604","347_3_m1540","verb","none","and","adjunct","_","bare","_",0.7,1544,"HenryStewart,1stLordMethven","male","Central","Perthshire","unspecified","unspecified"
"51635","347_3_m1540","verb","clause","and","adjunct","_","bare","_",0.11,1544,"HenryStewart,1stLordMethven","male","Central","Perthshire","unspecified","unspecified"
"51638","347_3_m1540","verb","N","and","adjunct","_","bare","_",0.11,1544,"HenryStewart,1stLordMethven","male","Central","Perthshire","unspecified","unspecified"
"51716","349_5_m1540","verb","N","ing","root","_","bare","adv",0.3,1545,"HenryStewart,1stLordMethven","male","Central","Perthshire","Methven","unspecified"
"51735","349_5_m1540","noun","none","ing","Pcomp","_","bare","_",0.4,1545,"HenryStewart,1stLordMethven","male","Central","Perthshire","Methven","unspecified"
"51766","349_5_m1540","verb","N","ing","adjunct","_","bare","_",0.7,1545,"HenryStewart,1stLordMethven","male","Central","Perthshire","Methven","unspecified"
"51834","35_17_f1600","verb","N","ing","root","_","bare","_",0.6,1648,"EuphemiaDouglas,MistressofGlamis","female","South-East","Borders","Edinburgh","unspecified"
"51840","35_17_f1600","verb","N","other","root","_","bare","loc_temp",0.7,1648,"EuphemiaDouglas,MistressofGlamis","female","South-East","Borders","Edinburgh","unspecified"
"51844","35_17_f1600","verb","N","ing","root","_","bare","_",0.8,1648,"EuphemiaDouglas,MistressofGlamis","female","South-East","Borders","Edinburgh","unspecified"
"51850","35_17_f1600","verb","clause","ing","root","_","bare","_",0.9,1648,"EuphemiaDouglas,MistressofGlamis","female","South-East","Borders","Edinburgh","unspecified"
"51932","350_6_m1540","noun","PPof","ing","Pcomp","_","bare","_",0.11,1547,"HenryStewart,1stLordMethven","male","Central","Perthshire","Perth","unspecified"
"51938","350_6_m1540","noun","PPof","ing","Pcomp","_","bare","_",0.11,1547,"HenryStewart,1stLordMethven","male","Central","Perthshire","Perth","unspecified"
"51942","350_6_m1540","noun","PPof","ing","conj","_","bare","_",0.11,1547,"HenryStewart,1stLordMethven","male","Central","Perthshire","Perth","unspecified"
"51975","350_6_m1540","noun","PPof","ing","Pcomp","_","bare","_",0.14,1547,"HenryStewart,1stLordMethven","male","Central","Perthshire","Perth","unspecified"
"51984","350_6_m1540","verb","N","ing","adjunct","_","indef","_",0.15,1547,"HenryStewart,1stLordMethven","male","Central","Perthshire","Perth","unspecified"
"52008","350_6_m1540","verb","N","ing","conj","_","bare","_",0.17,1547,"HenryStewart,1stLordMethven","male","Central","Perthshire","Perth","unspecified"
"52036","350_6_m1540","verb","PP","ing","conj","_","bare","_",0.19,1547,"HenryStewart,1stLordMethven","male","Central","Perthshire","Perth","unspecified"
"52038","350_6_m1540","verb","N","ing","conj","_","bare","_",0.19,1547,"HenryStewart,1stLordMethven","male","Central","Perthshire","Perth","unspecified"
"52044","350_6_m1540","verb","N","and","root","_","bare","loc_temp",0.2,1547,"HenryStewart,1stLordMethven","male","Central","Perthshire","Perth","unspecified"
"52068","350_6_m1540","noun","none","ing","Pcomp","_","pos","_",0.22,1547,"HenryStewart,1stLordMethven","male","Central","Perthshire","Perth","unspecified"
"52132","351_7_m1540","verb","adjp","and","adjunct","_","indef","_",0.7,1548,"HenryStewart,1stLordMethven","male","Central","Perthshire","Methven","unspecified"
"52141","351_7_m1540","noun","none","ing","obj","_","det","_",0.9,1548,"HenryStewart,1stLordMethven","male","Central","Perthshire","Methven","unspecified"
"52158","352_8_m1540","noun","none","ing","obj","_","pos","_",0.2,1548,"HenryStewart,1stLordMethven","male","Central","Perthshire","Cupar","unspecified"
"52288","354_10_m1540","noun","none","ing","Pcomp","_","pos","_",0.3,1548,"HenryStewart,1stLordMethven","male","Central","Perthshire","Methven","unspecified"
"52336","354_10_m1540","noun","none","ing","Pcomp","_","bare","_",0.11,1548,"HenryStewart,1stLordMethven","male","Central","Perthshire","Methven","unspecified"
"52352","354_10_m1540","verb","PP","ing","adjunct","_","bare","_",0.11,1548,"HenryStewart,1stLordMethven","male","Central","Perthshire","Methven","unspecified"
"52372","354_10_m1540","verb","no","and","adjunct","_","bare","_",0.13,1548,"HenryStewart,1stLordMethven","male","Central","Perthshire","Methven","unspecified"
"52376","354_10_m1540","verb","PP","and","adjunct","_","det","_",0.13,1548,"HenryStewart,1stLordMethven","male","Central","Perthshire","Methven","unspecified"
"52423","354_10_m1540","verb","PP","other","adjunct","_","bare","_",0.17,1548,"HenryStewart,1stLordMethven","male","Central","Perthshire","Methven","unspecified"
"52450","354_10_m1540","noun","none","ing","Pcomp","_","pos","_",0.18,1548,"HenryStewart,1stLordMethven","male","Central","Perthshire","Methven","unspecified"
"52459","354_10_m1540","noun","no","ing","sbj","_","bare","_",0.18,1548,"HenryStewart,1stLordMethven","male","Central","Perthshire","Methven","unspecified"
"52497","354_10_m1540","noun","none","ing","obj","_","indef","_",0.2,1548,"HenryStewart,1stLordMethven","male","Central","Perthshire","Methven","unspecified"
"52515","354_10_m1540","verb","N","ing","adjunct","_","bare","_",0.21,1548,"HenryStewart,1stLordMethven","male","Central","Perthshire","Methven","unspecified"
"52526","354_10_m1540","noun","none","ing","sbj","_","indef","_",0.22,1548,"HenryStewart,1stLordMethven","male","Central","Perthshire","Methven","unspecified"
"52578","355_11_m1540","noun","none","ing","conj","_","pos","_",0.2,1548,"HenryStewart,1stLordMethven","male","Central","Perthshire","Methven","unspecified"
"52580","355_11_m1540","noun","none","ing","conj","_","pos","_",0.2,1548,"HenryStewart,1stLordMethven","male","Central","Perthshire","Methven","unspecified"
"52583","355_11_m1540","verb","N","and","adjunct","_","bare","_",0.2,1548,"HenryStewart,1stLordMethven","male","Central","Perthshire","Methven","unspecified"
"52649","355_11_m1540","verb","N","and","adjunct","_","bare","_",0.11,1548,"HenryStewart,1stLordMethven","male","Central","Perthshire","Methven","unspecified"
"52651","355_11_m1540","verb","N","and","root","_","bare","adv",0.12,1548,"HenryStewart,1stLordMethven","male","Central","Perthshire","Methven","unspecified"
"52739","356_12_m1540","noun","none","ing","Pcomp","_","det","_",0.17,1548,"HenryStewart,1stLordMethven","male","Central","Perthshire","Haddington","unspecified"
"52768","356_12_m1540","noun","PPof","ing","Pcomp","_","det","_",0.23,1548,"HenryStewart,1stLordMethven","male","Central","Perthshire","Haddington","unspecified"
"52833","357_13_m1540","verb","PP","and","root","_","bare","loc_temp",0.11,1548,"HenryStewart,1stLordMethven","male","Central","Perthshire","Edinburgh","unspecified"
"52937","358_14_m1540","noun","PPof","ing","Pcomp","_","det","_",0.7,1549,"HenryStewart,1stLordMethven","male","Central","Perthshire","Methven","unspecified"
"52954","358_14_m1540","verb","no","and","adjunct","_","bare","_",0.8,1549,"HenryStewart,1stLordMethven","male","Central","Perthshire","Methven","unspecified"
"53012","359_15_m1540","noun","none","ing","sbj","_","pos","_",0.11,1551,"GilbertKennedy,3rdEarlofCassillis","male","South-West","Ayrshire","Ayr","unspecified"
"53035","359_15_m1540","verb","N","and","root","_","bare","_",0.15,1551,"GilbertKennedy,3rdEarlofCassillis","male","South-West","Ayrshire","Ayr","unspecified"
"53049","359_15_m1540","noun","none","ing","Pcomp","_","pos","_",0.17,1551,"GilbertKennedy,3rdEarlofCassillis","male","South-West","Ayrshire","Ayr","unspecified"
"53082","36_18_f1600","noun","none","ing","obj","_","pos","_",0.4,1600,"AnneDouglas,CountessofKinnoull","female","Central","Perthshire","unspecified","unspecified"
"53088","36_18_f1600","verb","clause","ing","adjunct","_","bare","_",0.5,1600,"AnneDouglas,CountessofKinnoull","female","Central","Perthshire","unspecified","unspecified"
"53105","360_16_m1540","verb","N","and","adjunct","_","bare","_",0.3,1552,"GilbertKennedy,3rdEarlofCassillis","male","South-West","Ayrshire","Dumfries","unspecified"
"53237","360_16_m1540","verb","N","and","adjunct","_","bare","_",0.25,1552,"GilbertKennedy,3rdEarlofCassillis","male","South-West","Ayrshire","Dumfries","unspecified"
"53240","360_16_m1540","noun","PP","ing","Pcomp","_","pos","_",0.25,1552,"GilbertKennedy,3rdEarlofCassillis","male","South-West","Ayrshire","Dumfries","unspecified"
"53254","360_16_m1540","verb","PP","ing","adjunct","_","bare","_",0.26,1552,"GilbertKennedy,3rdEarlofCassillis","male","South-West","Ayrshire","Dumfries","unspecified"
"53281","360_16_m1540","verb","N","and","root","_","bare","_",0.3,1552,"GilbertKennedy,3rdEarlofCassillis","male","South-West","Ayrshire","Dumfries","unspecified"
"53307","360_16_m1540","noun","none","ing","Pcomp","_","pos","_",0.33,1552,"GilbertKennedy,3rdEarlofCassillis","male","South-West","Ayrshire","Dumfries","unspecified"
"53323","361_17_m1540","noun","PPof","ing","Pcomp","_","bare","adv",0.2,1552,"GilbertKennedy,3rdEarlofCassillis","male","South-West","Ayrshire","Dunoon","unspecified"
"53382","361_17_m1540","verb","N","and","root","_","bare","_",0.1,1552,"GilbertKennedy,3rdEarlofCassillis","male","South-West","Ayrshire","Dunoon","unspecified"
"53385","361_17_m1540","noun","none","ing","Pcomp","_","pos","_",0.1,1552,"GilbertKennedy,3rdEarlofCassillis","male","South-West","Ayrshire","Dunoon","unspecified"
"53426","362_18_m1540","noun","none","ing","Pcomp","_","bare","_",0.4,1584,"HughMontgomery,3rdEarlofEglinton","male","South-West","Ayrshire","Irving","unspecified"
"53454","362_18_m1540","noun","PP","ing","Pcomp","_","pos","_",0.6,1584,"HughMontgomery,3rdEarlofEglinton","male","South-West","Ayrshire","Irving","unspecified"
"53498","363_19_m1540","noun","no","ing","Pcomp","_","pos","adv",0.5,1545,"MalcolmFleming,3rdLordFleming","male","South-West","South-West","Dumfries","unspecified"
"53639","364_20_m1540","verb","clause","and","adjunct","_","bare","_",0.3,1543,"NinianRoss,3rdLordRoss","male","South-West","Ayrshire","Halkhead","unspecified"
"53656","364_20_m1540","noun","none","ing","Pcomp","_","det","_",0.5,1543,"NinianRoss,3rdLordRoss","male","South-West","Ayrshire","Halkhead","unspecified"
"53705","365_21_m1540","noun","no","ing","obj","_","indef","_",0.2,1543,"PatrickRuthven,3rdLordRuthven","male","North-East","Angus","unspecified","unspecified"
"53740","365_21_m1540","noun","PPof","ing","obj","_","det","_",0.11,1543,"PatrickRuthven,3rdLordRuthven","male","North-East","Angus","unspecified","unspecified"
"53749","365_21_m1540","verb","N","and","root","_","bare","_",0.14,1543,"PatrickRuthven,3rdLordRuthven","male","North-East","Angus","unspecified","unspecified"
"53751","365_21_m1540","noun","none","ing","Pcomp","_","pos","_",0.14,1543,"PatrickRuthven,3rdLordRuthven","male","North-East","Angus","unspecified","unspecified"
"53769","365_21_m1540","noun","none","ing","Pcomp","_","pos","_",0.18,1543,"PatrickRuthven,3rdLordRuthven","male","North-East","Angus","unspecified","unspecified"
"53783","366_22_m1540","verb","N","ing","adjunct","_","bare","_",0.2,1550,"PatrickRuthven,3rdLordRuthven","male","North-East","Angus","Paris","unspecified"
"53792","366_22_m1540","noun","no","ing","Pcomp","_","pos","_",0.2,1550,"PatrickRuthven,3rdLordRuthven","male","North-East","Angus","Paris","unspecified"
"53794","366_22_m1540","noun","PPof","ing","Pcomp","_","indef","_",0.2,1550,"PatrickRuthven,3rdLordRuthven","male","North-East","Angus","Paris","unspecified"
"53819","366_22_m1540","verb","N","ing","adjunct","_","bare","_",0.5,1550,"PatrickRuthven,3rdLordRuthven","male","North-East","Angus","Paris","unspecified"
"53825","366_22_m1540","noun","none","ing","obj","_","pos","_",0.5,1550,"PatrickRuthven,3rdLordRuthven","male","North-East","Angus","Paris","unspecified"
"53854","366_22_m1540","verb","N","ing","adjunct","_","bare","_",0.9,1550,"PatrickRuthven,3rdLordRuthven","male","North-East","Angus","Paris","unspecified"
"53876","366_22_m1540","noun","none","ing","obj","_","bare","_",0.13,1550,"PatrickRuthven,3rdLordRuthven","male","North-East","Angus","Paris","unspecified"
"53913","366_22_m1540","noun","none","ing","Pcomp","_","bare","_",0.19,1550,"PatrickRuthven,3rdLordRuthven","male","North-East","Angus","Paris","unspecified"
"53974","367_23_m1540","verb","N","and","root","_","bare","_",0.5,1543,"WilliamCunningham,4thEarlofGlencairn","male","South-West","Ayrshire","Dumbarton","unspecified"
"53994","367_23_m1540","verb","PP","and","adjunct","_","bare","_",0.6,1543,"WilliamCunningham,4thEarlofGlencairn","male","South-West","Ayrshire","Dumbarton","unspecified"
"54022","368_24_m1540","noun","PP","ing","obj","_","indef","_",0.2,1544,"WilliamCunningham,4thEarlofGlencairn","male","South-West","Ayrshire","Dumbarton","unspecified"
"54083","368_24_m1540","verb","N","and","root","_","bare","_",0.9,1544,"WilliamCunningham,4thEarlofGlencairn","male","South-West","Ayrshire","Dumbarton","unspecified"
"54107","369_25_m1540","noun","none","ing","obj","_","pos","_",0.2,1544,"WilliamCunningham,4thEarlofGlencairn","male","South-West","Ayrshire","Finlaystone","unspecified"
"54111","369_25_m1540","verb","N","and","adjunct","_","bare","_",0.2,1544,"WilliamCunningham,4thEarlofGlencairn","male","South-West","Ayrshire","Finlaystone","unspecified"
"54134","369_25_m1540","verb","N","and","adjunct","_","bare","_",0.5,1544,"WilliamCunningham,4thEarlofGlencairn","male","South-West","Ayrshire","Finlaystone","unspecified"
"54178","369_25_m1540","noun","PP","ing","Pcomp","_","bare","_",0.9,1544,"WilliamCunningham,4thEarlofGlencairn","male","South-West","Ayrshire","Finlaystone","unspecified"
"54206","369_25_m1540","noun","none","ing","Pcomp","_","bare","_",0.13,1544,"WilliamCunningham,4thEarlofGlencairn","male","South-West","Ayrshire","Finlaystone","unspecified"
"54218","37_19_f1600","verb","N","ing","root","_","bare","_",0.2,1600,"AnneDouglas,CountessofKinnoull","female","Central","Perthshire","unspecified","unspecified"
"54225","37_19_f1600","noun","no","ing","Pcomp","_","det","loc_temp",0.2,1600,"AnneDouglas,CountessofKinnoull","female","Central","Perthshire","unspecified","unspecified"
"54229","37_19_f1600","noun","none","ing","Pcomp","_","pos","_",0.2,1600,"AnneDouglas,CountessofKinnoull","female","Central","Perthshire","unspecified","unspecified"
"54272","37_19_f1600","verb","N","ing","adjunct","_","bare","adv",0.1,1600,"AnneDouglas,CountessofKinnoull","female","Central","Perthshire","unspecified","unspecified"
"54305","370_26_m1540","verb","no","and","adjunct","modal","bare","_",0.2,1543,"GeorgeGordon,4thEarlofHuntly","male","North-East","Aberdeenshire","Edinburgh","unspecified"
"54351","371_27_m1540","verb","N","and","root","_","bare","_",0.3,1543,"GeorgeGordon,4thEarlofHuntly","male","North-East","Aberdeenshire","Huntly","unspecified"
"54358","371_27_m1540","verb","clause","and","adjunct","_","bare","_",0.3,1543,"GeorgeGordon,4thEarlofHuntly","male","North-East","Aberdeenshire","Huntly","unspecified"
"54369","371_27_m1540","noun","none","ing","Pcomp","_","pos","_",0.4,1543,"GeorgeGordon,4thEarlofHuntly","male","North-East","Aberdeenshire","Huntly","unspecified"
"54370","371_27_m1540","noun","PPof","ing","Pcomp","_","det","_",0.4,1543,"GeorgeGordon,4thEarlofHuntly","male","North-East","Aberdeenshire","Huntly","unspecified"
"54384","371_27_m1540","noun","none","ing","Pcomp","_","bare","_",0.5,1543,"GeorgeGordon,4thEarlofHuntly","male","North-East","Aberdeenshire","Huntly","unspecified"
"54407","371_27_m1540","verb","N","ing","root","_","bare","_",0.9,1543,"GeorgeGordon,4thEarlofHuntly","male","North-East","Aberdeenshire","Huntly","unspecified"
"54447","371_27_m1540","verb","no","and","adjunct","_","bare","_",0.11,1543,"GeorgeGordon,4thEarlofHuntly","male","North-East","Aberdeenshire","Huntly","unspecified"
"54465","372_28_m1540","noun","PPof","ing","obj","_","indef","_",0.2,1544,"GeorgeGordon,4thEarlofHuntly","male","North-East","Aberdeenshire","Huntly","unspecified"
"54473","372_28_m1540","verb","N","and","adjunct","_","bare","_",0.2,1544,"GeorgeGordon,4thEarlofHuntly","male","North-East","Aberdeenshire","Huntly","unspecified"
"54479","372_28_m1540","verb","N","ing","adjunct","_","bare","_",0.2,1544,"GeorgeGordon,4thEarlofHuntly","male","North-East","Aberdeenshire","Huntly","unspecified"
"54537","372_28_m1540","verb","N","and","root","_","bare","_",0.1,1544,"GeorgeGordon,4thEarlofHuntly","male","North-East","Aberdeenshire","Huntly","unspecified"
"54586","373_29_m1540","noun","no","ing","Pcomp","_","pos","_",0.8,1548,"GeorgeGordon,4thEarlofHuntly","male","North-East","Aberdeenshire","Newcastle","unspecified"
"54646","374_30_m1540","verb","N","ing","adjunct","_","bare","_",0.11,1551,"GeorgeGordon,4thEarlofHuntly","male","North-East","Aberdeenshire","Aberdeen","unspecified"
"54651","374_30_m1540","verb","PP","ing","adjunct","_","bare","_",0.12,1551,"GeorgeGordon,4thEarlofHuntly","male","North-East","Aberdeenshire","Aberdeen","unspecified"
"54659","374_30_m1540","noun","none","ing","Pcomp","_","pos","_",0.13,1551,"GeorgeGordon,4thEarlofHuntly","male","North-East","Aberdeenshire","Aberdeen","unspecified"
"54675","374_30_m1540","noun","none","ing","Pcomp","_","bare","_",0.13,1551,"GeorgeGordon,4thEarlofHuntly","male","North-East","Aberdeenshire","Aberdeen","unspecified"
"54742","374_30_m1540","noun","none","ing","obj","_","pos","_",0.21,1551,"GeorgeGordon,4thEarlofHuntly","male","North-East","Aberdeenshire","Aberdeen","unspecified"
"54761","374_30_m1540","verb","N","ing","adjunct","_","bare","adv",0.23,1551,"GeorgeGordon,4thEarlofHuntly","male","North-East","Aberdeenshire","Aberdeen","unspecified"
"54772","374_30_m1540","noun","PP","ing","Pcomp","_","pos","_",0.25,1551,"GeorgeGordon,4thEarlofHuntly","male","North-East","Aberdeenshire","Aberdeen","unspecified"
"54783","374_30_m1540","verb","PP","other","adjunct","_","bare","_",0.26,1551,"GeorgeGordon,4thEarlofHuntly","male","North-East","Aberdeenshire","Aberdeen","unspecified"
"54824","375_31_m1540","noun","none","ing","Pcomp","_","pos","_",0.5,1551,"GeorgeGordon,4thEarlofHuntly","male","North-East","Aberdeenshire","Paris","unspecified"
"54826","375_31_m1540","verb","PP","other","adjunct","_","bare","_",0.6,1551,"GeorgeGordon,4thEarlofHuntly","male","North-East","Aberdeenshire","Paris","unspecified"
"54831","375_31_m1540","verb","clause","and","root","_","bare","_",0.7,1551,"GeorgeGordon,4thEarlofHuntly","male","North-East","Aberdeenshire","Paris","unspecified"
"54862","376_32_m1540","noun","none","ing","Pcomp","_","pos","adv",0.2,1553,"GeorgeGordon,4thEarlofHuntly","male","North-East","Aberdeenshire","Huntly","unspecified"
"54884","376_32_m1540","verb","PP","other","adjunct","_","bare","_",0.4,1553,"GeorgeGordon,4thEarlofHuntly","male","North-East","Aberdeenshire","Huntly","unspecified"
"54925","376_32_m1540","verb","clause","and","root","_","bare","neg",0.11,1553,"GeorgeGordon,4thEarlofHuntly","male","North-East","Aberdeenshire","Huntly","unspecified"
"55102","378_34_m1540","verb","clause","and","adjunct","_","bare","neg",0.2,1559,"GeorgeGordon,4thEarlofHuntly","male","North-East","Aberdeenshire","Perth","unspecified"
"55113","378_34_m1540","noun","none","ing","Pcomp","_","pos","_",0.3,1559,"GeorgeGordon,4thEarlofHuntly","male","North-East","Aberdeenshire","Perth","unspecified"
"55127","379_35_m1540","noun","no","ing","obj","_","pos","_",0.3,1544,"WilliamSinclair,4thLordSinclair","male","South-East","Fife","Ravenscraig","unspecified"
"55128","379_35_m1540","verb","N","other","adjunct","_","pos","_",0.3,1544,"WilliamSinclair,4thLordSinclair","male","South-East","Fife","Ravenscraig","unspecified"
"55140","379_35_m1540","verb","N","ing","adjunct","_","bare","_",0.4,1544,"WilliamSinclair,4thLordSinclair","male","South-East","Fife","Ravenscraig","unspecified"
"55186","379_35_m1540","verb","no","and","adjunct","modal","bare","_",0.6,1544,"WilliamSinclair,4thLordSinclair","male","South-East","Fife","Ravenscraig","unspecified"
"55303","380_36_m1540","noun","none","ing","obj","_","det","_",0.5,1547,"WilliamKeith,4thEarlMarischal","male","South-East","Fife","Edinburgh","unspecified"
"55322","380_36_m1540","noun","PP","ing","Pcomp","_","pos","_",0.8,1547,"WilliamKeith,4thEarlMarischal","male","South-East","Fife","Edinburgh","unspecified"
"55324","380_36_m1540","verb","N","and","root","_","bare","_",0.9,1547,"WilliamKeith,4thEarlMarischal","male","South-East","Fife","Edinburgh","unspecified"
"55345","380_36_m1540","noun","none","ing","obj","_","det","_",0.12,1547,"WilliamKeith,4thEarlMarischal","male","South-East","Fife","Edinburgh","unspecified"
"55357","381_37_m1540","verb","clause","and","adjunct","_","bare","_",0.2,1555,"WilliamKeith,4thEarlMarischal","male","South-East","Fife","KeithMarischal","unspecified"
"55358","381_37_m1540","noun","none","ing","Pcomp","_","pos","_",0.2,1555,"WilliamKeith,4thEarlMarischal","male","South-East","Fife","KeithMarischal","unspecified"
"55365","381_37_m1540","noun","PPof","ing","Pcomp","_","bare","_",0.2,1555,"WilliamKeith,4thEarlMarischal","male","South-East","Fife","KeithMarischal","unspecified"
"55386","381_37_m1540","noun","PPof","ing","obj","_","indef","_",0.3,1555,"WilliamKeith,4thEarlMarischal","male","South-East","Fife","KeithMarischal","unspecified"
"55410","381_37_m1540","noun","PP","ing","Pcomp","_","indef","_",0.5,1555,"WilliamKeith,4thEarlMarischal","male","South-East","Fife","KeithMarischal","unspecified"
"55412","381_37_m1540","verb","PP","other","adjunct","_","bare","_",0.5,1555,"WilliamKeith,4thEarlMarischal","male","South-East","Fife","KeithMarischal","unspecified"
"55464","382_38_m1540","verb","clause","and","root","_","bare","neg",0.7,1551,"AlexanderCunningham,5thEarlofGlencairn","male","South-West","Ayrshire","Paris","unspecified"
"55487","383_39_m1540","noun","PPof","ing","Pcomp","_","pos","_",0.2,1545,"RobertMaxwell,5thLordMaxwell","male","South-West","South-West","Dumfries","unspecified"
"55525","383_39_m1540","noun","PPof","ing","Pcomp","_","bare","_",0.3,1545,"RobertMaxwell,5thLordMaxwell","male","South-West","South-West","Dumfries","unspecified"
"55599","384_40_m1540","noun","none","ing","obj","_","det","_",0.4,1594,"JamesOgilvy,5thLordOgilvyofAirlie","male","North-East","Angus","Farnell","unspecified"
"55604","384_40_m1540","noun","PPof","ing","Pcomp","_","det","_",0.5,1594,"JamesOgilvy,5thLordOgilvyofAirlie","male","North-East","Angus","Farnell","unspecified"
"55632","384_40_m1540","verb","N","ing","conj","_","bare","_",0.7,1594,"JamesOgilvy,5thLordOgilvyofAirlie","male","North-East","Angus","Farnell","unspecified"
"55658","384_40_m1540","verb","clause","ing","adjunct","_","bare","_",0.1,1594,"JamesOgilvy,5thLordOgilvyofAirlie","male","North-East","Angus","Farnell","unspecified"
"55674","384_40_m1540","noun","none","ing","obj","_","pos","_",0.1,1594,"JamesOgilvy,5thLordOgilvyofAirlie","male","North-East","Angus","Farnell","unspecified"
"55684","384_40_m1540","verb","clause","ing","adjunct","_","bare","_",0.11,1594,"JamesOgilvy,5thLordOgilvyofAirlie","male","North-East","Angus","Farnell","unspecified"
"55694","384_40_m1540","verb","PP","ing","adjunct","_","bare","_",0.11,1594,"JamesOgilvy,5thLordOgilvyofAirlie","male","North-East","Angus","Farnell","unspecified"
"55704","384_40_m1540","verb","N","ing","adjunct","_","bare","_",0.13,1594,"JamesOgilvy,5thLordOgilvyofAirlie","male","North-East","Angus","Farnell","unspecified"
"55705","384_40_m1540","noun","PPof","ing","obj","_","det","_",0.13,1594,"JamesOgilvy,5thLordOgilvyofAirlie","male","North-East","Angus","Farnell","unspecified"
"55711","384_40_m1540","noun","none","ing","obj","_","pos","_",0.14,1594,"JamesOgilvy,5thLordOgilvyofAirlie","male","North-East","Angus","Farnell","unspecified"
"55735","384_40_m1540","verb","clause","ing","adjunct","_","bare","neg",0.17,1594,"JamesOgilvy,5thLordOgilvyofAirlie","male","North-East","Angus","Farnell","unspecified"
"55763","385_41_m1540","noun","none","ing","Pcomp","_","pos","_",0.2,1547,"JohnErskine,6thLordErskine","male","South-East","Stirlingshire","Stirling","unspecified"
"55776","385_41_m1540","noun","none","ing","obj","_","pos","_",0.5,1547,"JohnErskine,6thLordErskine","male","South-East","Stirlingshire","Stirling","unspecified"
"55782","385_41_m1540","verb","N","ing","root","_","bare","_",0.6,1547,"JohnErskine,6thLordErskine","male","South-East","Stirlingshire","Stirling","unspecified"
"55787","385_41_m1540","verb","PP","ing","adjunct","_","bare","_",0.6,1547,"JohnErskine,6thLordErskine","male","South-East","Stirlingshire","Stirling","unspecified"
"55801","385_41_m1540","verb","clause","and","adjunct","_","bare","_",0.8,1547,"JohnErskine,6thLordErskine","male","South-East","Stirlingshire","Stirling","unspecified"
"55834","386_42_m1540","noun","clause","ing","obj","_","det","_",0.3,1550,"WilliamLivingston,6thLordLivingston","male","South-West","South-West","Mant","unspecified"
"55860","386_42_m1540","verb","N","ing","root","_","bare","_",0.6,1550,"WilliamLivingston,6thLordLivingston","male","South-West","South-West","Mant","unspecified"
"55884","387_43_m1540","noun","clause","ing","obj","_","indef","_",0.3,1553,"JamesSomerville,6thLordSomerville","male","Central","Lanarkshire","Cowthally","unspecified"
