"","filename","type","mood","do","sbj_type","adj","infl","k-class","clause_ID","year","author","wgr","large_region","lcinf","lclet","class"
"567","1106_1_m1650","aff","decl","be","pl","adj","no-infl","other",0.6,"1666","AlexanderCunningham,10thEarlofGlencairn","male","South-West","Ayrshire","Finlaster","unspecified"
"568","1106_1_m1650","aff","decl","be","NP","adj","infl","other",0.6,"1666","AlexanderCunningham,10thEarlofGlencairn","male","South-West","Ayrshire","Finlaster","unspecified"
"570","1106_1_m1650","aff","decl","be","NP","adj","infl","other",0.7,"1666","AlexanderCunningham,10thEarlofGlencairn","male","South-West","Ayrshire","Finlaster","unspecified"
"579","1107_2_m1650","neg","decl","no","1sg","adj","no-infl","k-class",0.4,"1650","ArchibaldDouglas,12thEarlofAngus","male","South-East","Lothian","Tantallon","unspecified"
"580","1107_2_m1650","aff","decl","hv","2p","adj","no-infl","other",0.4,"1650","ArchibaldDouglas,12thEarlofAngus","male","South-East","Lothian","Tantallon","unspecified"
"586","1107_2_m1650","aff","decl","no","2p","adj","no-infl","other",0.5,"1650","ArchibaldDouglas,12thEarlofAngus","male","South-East","Lothian","Tantallon","unspecified"
"593","1107_2_m1650","aff","decl","hv","NP","adj","infl","other",0.7,"1650","ArchibaldDouglas,12thEarlofAngus","male","South-East","Lothian","Tantallon","unspecified"
"597","1107_2_m1650","aff","decl","no","1sg","adj","no-infl","k-class",0.8,"1650","ArchibaldDouglas,12thEarlofAngus","male","South-East","Lothian","Tantallon","unspecified"
"599","1107_2_m1650","aff","decl","no","1sg","adj","no-infl","other",0.9,"1650","ArchibaldDouglas,12thEarlofAngus","male","South-East","Lothian","Tantallon","unspecified"
"600","1107_2_m1650","aff","decl","no","NP","adj","no-infl","other",0.9,"1650","ArchibaldDouglas,12thEarlofAngus","male","South-East","Lothian","Tantallon","unspecified"
"601","1107_2_m1650","aff","decl","hv","NP","weak-adj","infl","other",0.9,"1650","ArchibaldDouglas,12thEarlofAngus","male","South-East","Lothian","Tantallon","unspecified"
"605","1107_2_m1650","aff","decl","no","NP","adj","infl","other",0.1,"1650","ArchibaldDouglas,12thEarlofAngus","male","South-East","Lothian","Tantallon","unspecified"
"606","1107_2_m1650","aff","decl","no","plNP","adj","infl","other",0.1,"1650","ArchibaldDouglas,12thEarlofAngus","male","South-East","Lothian","Tantallon","unspecified"
"607","1107_2_m1650","aff","decl","no","2p","adj","no-infl","other",0.11,"1650","ArchibaldDouglas,12thEarlofAngus","male","South-East","Lothian","Tantallon","unspecified"
"609","1107_2_m1650","aff","decl","be","1sg","adj","no-infl","other",0.11,"1650","ArchibaldDouglas,12thEarlofAngus","male","South-East","Lothian","Tantallon","unspecified"
"620","1108_3_m1650","aff","decl","hv","1sg","adj","no-infl","other",0.4,"1651","ArchibaldDouglas,12thEarlofAngus","male","South-East","Lothian","Stirling","unspecified"
"624","1108_3_m1650","aff","decl","no","1sg","adj","no-infl","other",0.6,"1651","ArchibaldDouglas,12thEarlofAngus","male","South-East","Lothian","Stirling","unspecified"
"625","1108_3_m1650","aff","decl","be","NP","no-adj","no-infl","other",0.6,"1651","ArchibaldDouglas,12thEarlofAngus","male","South-East","Lothian","Stirling","unspecified"
"628","1108_3_m1650","aff","decl","hv","1sg","adj","no-infl","other",0.7,"1651","ArchibaldDouglas,12thEarlofAngus","male","South-East","Lothian","Stirling","unspecified"
"635","1108_3_m1650","aff","decl","no","1sg","adj","no-infl","k-class",0.8,"1651","ArchibaldDouglas,12thEarlofAngus","male","South-East","Lothian","Stirling","unspecified"
"636","1108_3_m1650","aff","decl","hv","pl","adj","no-infl","other",0.8,"1651","ArchibaldDouglas,12thEarlofAngus","male","South-East","Lothian","Stirling","unspecified"
"640","1108_3_m1650","aff","decl","be","NP","adj","no-infl","other",0.9,"1651","ArchibaldDouglas,12thEarlofAngus","male","South-East","Lothian","Stirling","unspecified"
"642","1108_3_m1650","aff","decl","be","pl","adj","no-infl","other",0.9,"1651","ArchibaldDouglas,12thEarlofAngus","male","South-East","Lothian","Stirling","unspecified"
"644","1108_3_m1650","neg","decl","no","1sg","adj","no-infl","k-class",0.1,"1651","ArchibaldDouglas,12thEarlofAngus","male","South-East","Lothian","Stirling","unspecified"
"645","1108_3_m1650","aff","decl","no","2p","adj","no-infl","k-class",0.1,"1651","ArchibaldDouglas,12thEarlofAngus","male","South-East","Lothian","Stirling","unspecified"
"650","1108_3_m1650","aff","decl","no","1sg","adj","no-infl","other",0.11,"1651","ArchibaldDouglas,12thEarlofAngus","male","South-East","Lothian","Stirling","unspecified"
"651","1108_3_m1650","aff","decl","no","1sg","adj","no-infl","other",0.12,"1651","ArchibaldDouglas,12thEarlofAngus","male","South-East","Lothian","Stirling","unspecified"
"652","1108_3_m1650","aff","decl","no","NP","adj","infl","k-class",0.12,"1651","ArchibaldDouglas,12thEarlofAngus","male","South-East","Lothian","Stirling","unspecified"
"654","1108_3_m1650","aff","decl","be","NP","no-adj","infl","other",0.12,"1651","ArchibaldDouglas,12thEarlofAngus","male","South-East","Lothian","Stirling","unspecified"
"660","1108_3_m1650","aff","decl","be","NP","adj","no-infl","other",0.13,"1651","ArchibaldDouglas,12thEarlofAngus","male","South-East","Lothian","Stirling","unspecified"
"662","1108_3_m1650","aff","decl","no","NP","adj","infl","other",0.14,"1651","ArchibaldDouglas,12thEarlofAngus","male","South-East","Lothian","Stirling","unspecified"
"663","1108_3_m1650","aff","decl","no","NP","adj","no-infl","other",0.14,"1651","ArchibaldDouglas,12thEarlofAngus","male","South-East","Lothian","Stirling","unspecified"
"664","1108_3_m1650","neg","decl","be","pl","adj","no-infl","other",0.15,"1651","ArchibaldDouglas,12thEarlofAngus","male","South-East","Lothian","Stirling","unspecified"
"668","1108_3_m1650","aff","decl","be","pl","adj","no-infl","other",0.15,"1651","ArchibaldDouglas,12thEarlofAngus","male","South-East","Lothian","Stirling","unspecified"
"669","1109_4_m1650","neg","decl","no","1sg","adj","no-infl","k-class",0.3,"1651","ArchibaldDouglas,12thEarlofAngus","male","South-East","Lothian","Stirling","unspecified"
"670","1109_4_m1650","aff","decl","hv","NP","adj","infl","other",0.3,"1651","ArchibaldDouglas,12thEarlofAngus","male","South-East","Lothian","Stirling","unspecified"
"674","1109_4_m1650","aff","decl","hv","2p","adj","no-infl","other",0.3,"1651","ArchibaldDouglas,12thEarlofAngus","male","South-East","Lothian","Stirling","unspecified"
"675","1109_4_m1650","aff","decl","be","1sg","adj","no-infl","other",0.4,"1651","ArchibaldDouglas,12thEarlofAngus","male","South-East","Lothian","Stirling","unspecified"
"676","1109_4_m1650","aff","decl","no","1sg","adj","no-infl","other",0.4,"1651","ArchibaldDouglas,12thEarlofAngus","male","South-East","Lothian","Stirling","unspecified"
"678","1109_4_m1650","aff","decl","hv","1sg","adj","no-infl","other",0.4,"1651","ArchibaldDouglas,12thEarlofAngus","male","South-East","Lothian","Stirling","unspecified"
"680","1109_4_m1650","aff","decl","no","NP","adj","no-infl","other",0.4,"1651","ArchibaldDouglas,12thEarlofAngus","male","South-East","Lothian","Stirling","unspecified"
"681","1109_4_m1650","aff","decl","hv","NP","weak-adj","infl","other",0.5,"1651","ArchibaldDouglas,12thEarlofAngus","male","South-East","Lothian","Stirling","unspecified"
"682","1109_4_m1650","aff","decl","hv","1sg","adj","no-infl","other",0.6,"1651","ArchibaldDouglas,12thEarlofAngus","male","South-East","Lothian","Stirling","unspecified"
"684","1109_4_m1650","aff","decl","be","NP","adj","no-infl","other",0.6,"1651","ArchibaldDouglas,12thEarlofAngus","male","South-East","Lothian","Stirling","unspecified"
"685","1109_4_m1650","aff","decl","be","3sg","adj","no-infl","other",0.6,"1651","ArchibaldDouglas,12thEarlofAngus","male","South-East","Lothian","Stirling","unspecified"
"687","1109_4_m1650","aff","decl","no","1sg","adj","no-infl","other",0.7,"1651","ArchibaldDouglas,12thEarlofAngus","male","South-East","Lothian","Stirling","unspecified"
"688","1109_4_m1650","aff","decl","be","NP","adj","infl","other",0.7,"1651","ArchibaldDouglas,12thEarlofAngus","male","South-East","Lothian","Stirling","unspecified"
"689","1109_4_m1650","aff","decl","no","NP","weak-adj","infl","other",0.7,"1651","ArchibaldDouglas,12thEarlofAngus","male","South-East","Lothian","Stirling","unspecified"
"691","1109_4_m1650","aff","decl","no","NP","adj","infl","other",0.8,"1651","ArchibaldDouglas,12thEarlofAngus","male","South-East","Lothian","Stirling","unspecified"
"692","1109_4_m1650","aff","decl","be","3sg","adj","infl","other",0.8,"1651","ArchibaldDouglas,12thEarlofAngus","male","South-East","Lothian","Stirling","unspecified"
"693","1109_4_m1650","aff","decl","no","1sg","adj","no-infl","other",0.9,"1651","ArchibaldDouglas,12thEarlofAngus","male","South-East","Lothian","Stirling","unspecified"
"695","1109_4_m1650","aff","decl","no","1sg","adj","no-infl","other",0.1,"1651","ArchibaldDouglas,12thEarlofAngus","male","South-East","Lothian","Stirling","unspecified"
"697","1109_4_m1650","aff","decl","yes","1sg","adj","no-infl","other",0.11,"1651","ArchibaldDouglas,12thEarlofAngus","male","South-East","Lothian","Stirling","unspecified"
"701","1109_4_m1650","aff","decl","no","2p","adj","no-infl","other",0.11,"1651","ArchibaldDouglas,12thEarlofAngus","male","South-East","Lothian","Stirling","unspecified"
"703","1109_4_m1650","aff","decl","no","1sg","adj","no-infl","other",0.12,"1651","ArchibaldDouglas,12thEarlofAngus","male","South-East","Lothian","Stirling","unspecified"
"704","1109_4_m1650","aff","decl","no","1sg","adj","no-infl","other",0.12,"1651","ArchibaldDouglas,12thEarlofAngus","male","South-East","Lothian","Stirling","unspecified"
"705","111_93_f1600","aff","decl","hv","NP","adj","infl","other",0.2,"1640","MarieOgilvy,LadyGrantofFreuchie","female","North-East","Angus","unspecified","unspecified"
"708","111_93_f1600","aff","decl","no","pl","adj","no-infl","k-class",0.3,"1640","MarieOgilvy,LadyGrantofFreuchie","female","North-East","Angus","unspecified","unspecified"
"715","111_93_f1600","aff","decl","no","1sg","adj","no-infl","other",0.5,"1640","MarieOgilvy,LadyGrantofFreuchie","female","North-East","Angus","unspecified","unspecified"
"716","111_93_f1600","aff","decl","no","plNP","adj","infl","other",0.5,"1640","MarieOgilvy,LadyGrantofFreuchie","female","North-East","Angus","unspecified","unspecified"
"721","111_93_f1600","aff","decl","no","NP","adj","infl","other",0.6,"1640","MarieOgilvy,LadyGrantofFreuchie","female","North-East","Angus","unspecified","unspecified"
"722","111_93_f1600","aff","decl","no","1sg","adj","no-infl","other",0.7,"1640","MarieOgilvy,LadyGrantofFreuchie","female","North-East","Angus","unspecified","unspecified"
"723","1110_5_m1650","neg","decl","no","1sg","adj","no-infl","k-class",0.2,"1650","JohnGordon,14thEarlofSutherland","male","North","Sutherland","unspecified","unspecified"
"724","1110_5_m1650","aff","decl","hv","NP","no-adj","infl","other",0.2,"1650","JohnGordon,14thEarlofSutherland","male","North","Sutherland","unspecified","unspecified"
"730","1110_5_m1650","aff","decl","hv","NP","adj","infl","other",0.4,"1650","JohnGordon,14thEarlofSutherland","male","North","Sutherland","unspecified","unspecified"
"732","1110_5_m1650","aff","decl","hv","NP","adj","infl","other",0.5,"1650","JohnGordon,14thEarlofSutherland","male","North","Sutherland","unspecified","unspecified"
"744","1110_5_m1650","aff","decl","hv","1sg","adj","no-infl","other",0.8,"1650","JohnGordon,14thEarlofSutherland","male","North","Sutherland","unspecified","unspecified"
"748","1110_5_m1650","aff","decl","hv","3sg","adj","infl","other",0.8,"1650","JohnGordon,14thEarlofSutherland","male","North","Sutherland","unspecified","unspecified"
"750","1110_5_m1650","aff","decl","no","3sg","adj","no-infl","other",0.9,"1650","JohnGordon,14thEarlofSutherland","male","North","Sutherland","unspecified","unspecified"
"751","1110_5_m1650","aff","decl","be","3sg","adj","infl","other",0.1,"1650","JohnGordon,14thEarlofSutherland","male","North","Sutherland","unspecified","unspecified"
"752","1110_5_m1650","aff","decl","hv","3sg","adj","infl","other",0.11,"1650","JohnGordon,14thEarlofSutherland","male","North","Sutherland","unspecified","unspecified"
"753","1110_5_m1650","aff","decl","be","NP","no-adj","infl","other",0.12,"1650","JohnGordon,14thEarlofSutherland","male","North","Sutherland","unspecified","unspecified"
"754","1110_5_m1650","aff","decl","hv","1sg","adj","no-infl","other",0.12,"1650","JohnGordon,14thEarlofSutherland","male","North","Sutherland","unspecified","unspecified"
"756","1110_5_m1650","aff","decl","hv","1sg","adj","no-infl","other",0.12,"1650","JohnGordon,14thEarlofSutherland","male","North","Sutherland","unspecified","unspecified"
"760","1110_5_m1650","aff","decl","no","conNSR","no-adj","no-infl","k-class",0.14,"1650","JohnGordon,14thEarlofSutherland","male","North","Sutherland","unspecified","unspecified"
"761","1110_5_m1650","aff","decl","hv","1sg","adj","no-infl","other",0.15,"1650","JohnGordon,14thEarlofSutherland","male","North","Sutherland","unspecified","unspecified"
"764","1110_5_m1650","aff","decl","be","plNP","no-adj","infl","other",0.15,"1650","JohnGordon,14thEarlofSutherland","male","North","Sutherland","unspecified","unspecified"
"766","1110_5_m1650","aff","decl","be","NP","weak-adj","no-infl","other",0.15,"1650","JohnGordon,14thEarlofSutherland","male","North","Sutherland","unspecified","unspecified"
"769","1110_5_m1650","aff","decl","be","NP","no-adj","no-infl","other",0.16,"1650","JohnGordon,14thEarlofSutherland","male","North","Sutherland","unspecified","unspecified"
"776","1110_5_m1650","aff","decl","hv","1sg","adj","no-infl","other",0.19,"1650","JohnGordon,14thEarlofSutherland","male","North","Sutherland","unspecified","unspecified"
"777","1110_5_m1650","aff","decl","be","NP","adj","infl","other",0.19,"1650","JohnGordon,14thEarlofSutherland","male","North","Sutherland","unspecified","unspecified"
"778","1110_5_m1650","aff","decl","hv","1sg","adj","no-infl","other",0.2,"1650","JohnGordon,14thEarlofSutherland","male","North","Sutherland","unspecified","unspecified"
"779","1110_5_m1650","aff","decl","hv","3sg","adj","infl","other",0.2,"1650","JohnGordon,14thEarlofSutherland","male","North","Sutherland","unspecified","unspecified"
"781","1110_5_m1650","aff","decl","hv","3sg","adj","infl","other",0.2,"1650","JohnGordon,14thEarlofSutherland","male","North","Sutherland","unspecified","unspecified"
"782","1110_5_m1650","aff","decl","hv","3sg","adj","infl","other",0.21,"1650","JohnGordon,14thEarlofSutherland","male","North","Sutherland","unspecified","unspecified"
"784","1110_5_m1650","aff","decl","hv","1sg","adj","no-infl","other",0.21,"1650","JohnGordon,14thEarlofSutherland","male","North","Sutherland","unspecified","unspecified"
"785","1110_5_m1650","aff","decl","hv","1sg","adj","no-infl","other",0.21,"1650","JohnGordon,14thEarlofSutherland","male","North","Sutherland","unspecified","unspecified"
"793","1110_5_m1650","aff","decl","no","NP","adj","infl","other",0.23,"1650","JohnGordon,14thEarlofSutherland","male","North","Sutherland","unspecified","unspecified"
"795","1110_5_m1650","aff","decl","be","NP","weak-adj","infl","other",0.25,"1650","JohnGordon,14thEarlofSutherland","male","North","Sutherland","unspecified","unspecified"
"801","1110_5_m1650","aff","decl","no","3sg","adj","infl","other",0.29,"1650","JohnGordon,14thEarlofSutherland","male","North","Sutherland","unspecified","unspecified"
"802","1110_5_m1650","aff","decl","be","NP","weak-adj","infl","other",0.29,"1650","JohnGordon,14thEarlofSutherland","male","North","Sutherland","unspecified","unspecified"
